type;traits;random_effect;estimate;STD_ERR_estimate;model_name;data_subset_number;used_seed;trait_combination
covariance;cac+caa;herdyear;0.00017;0.002211;;Sample_3;no_used_seed;CaaCacCwa
variance;cac;animal;0.01076;0.001177;;Sample_3;no_used_seed;CaaCacCwa
correlation;caa+cwa;residual;0.49649;0.022119;;Sample_3;no_used_seed;CaaCacCwa
covariance;caa+cwa;herdyear;0.09347;0.005172;;Sample_3;no_used_seed;CaaCacCwa
correlation;cac+cwa;herdyear;-0.06804;0.035881;;Sample_3;no_used_seed;CaaCacCwa
correlation;cac+caa;residual;---;---;;Sample_3;no_used_seed;CaaCacCwa
genetic_correlation;cac+cwa;animal;-0.33113;0.11232;;Sample_3;no_used_seed;CaaCacCwa
ratio;caa;residual;0.24006;0.019918;;Sample_3;no_used_seed;CaaCacCwa
covariance;cac+cwa;residual;---;---;;Sample_3;no_used_seed;CaaCacCwa
variance;cac;residual;0.02675;0.000970;;Sample_3;no_used_seed;CaaCacCwa
variance;cwa;residual;0.04475;0.002036;;Sample_3;no_used_seed;CaaCacCwa
covariance;cac+cwa;animal;-0.00594;0.002074;;Sample_3;no_used_seed;CaaCacCwa
correlation;caa+cwa;herdyear;0.76942;0.020607;;Sample_3;no_used_seed;CaaCacCwa
covariance;caa+cwc;residual;---;---;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
ratio;cwa;herdyear;0.26589;0.013497;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
heritability;cwa;animal;0.28658;0.02231;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
correlation;caa+cwa;residual;0.45863;0.018513;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
variance;cwa;herdyear;0.02695;0.001678;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
correlation;cwc+cwa;herdyear;0.10191;0.039872;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
covariance;caa+cwc;herdyear;0.00197;0.001145;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
ratio;caa;residual;0.24478;0.014845;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
variance;cwa;residual;0.04536;0.001954;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
heritability;cwc;animal;0.19292;0.02337;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
ratio;cwc;herdyear;0.18554;0.009406;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
correlation;caa+cwc;residual;---;---;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
correlation;cwc+cwa;residual;---;---;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
variance;cwa;animal;0.02905;0.002360;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
covariance;caa+cwc;animal;-0.00976;0.003265;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
ratio;cwc;residual;0.62154;0.022013;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
variance;cwc;residual;0.01144;0.000391;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
correlation;caa+cwc;herdyear;0.04876;0.028368;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
covariance;cwc+cwa;animal;0.00443;0.001255;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
genetic_correlation;caa+cwa;animal;0.36801;0.02793;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
covariance;caa+cwa;herdyear;0.08470;0.004490;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
ratio;caa;herdyear;0.47259;0.012395;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
variance;caa;herdyear;0.47804;0.021091;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
genetic_correlation;caa+cwc;animal;-0.30641;0.10057;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
variance;caa;residual;0.24760;0.012434;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
variance;cwc;herdyear;0.00341;0.000197;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
covariance;cwc+cwa;herdyear;0.00098;0.000387;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
covariance;caa+cwa;animal;0.03354;0.002690;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
heritability;caa;animal;0.28264;0.01484;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
correlation;caa+cwa;herdyear;0.74624;0.020865;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
covariance;caa+cwa;residual;0.04860;0.002398;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
ratio;cwa;residual;0.44753;0.020876;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
covariance;cwc+cwa;residual;---;---;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
genetic_correlation;cwc+cwa;animal;0.43574;0.11850;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
variance;caa;animal;0.28590;0.016609;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
variance;cwc;animal;0.00355;0.000441;Het;Sample_3;no_used_seed;CaaCwaCwc_Het
covariance;caa+cwa;animal;0.02731;0.002826;;Sample_3;no_used_seed;CaaCwaCwc
covariance;cwc+cwa;residual;---;---;;Sample_3;no_used_seed;CaaCwaCwc
covariance;caa+cwc;animal;-0.00945;0.003256;;Sample_3;no_used_seed;CaaCwaCwc
ratio;cwa;herdyear;0.28455;0.013784;;Sample_3;no_used_seed;CaaCwaCwc
variance;cwc;animal;0.00365;0.000475;;Sample_3;no_used_seed;CaaCwaCwc
covariance;caa+cwc;residual;---;---;;Sample_3;no_used_seed;CaaCwaCwc
genetic_correlation;caa+cwc;animal;-0.29179;0.10078;;Sample_3;no_used_seed;CaaCwaCwc
variance;cwc;residual;0.01137;0.000404;;Sample_3;no_used_seed;CaaCwaCwc
ratio;cwa;residual;0.43928;0.020579;;Sample_3;no_used_seed;CaaCwaCwc
genetic_correlation;cwc+cwa;animal;0.44326;0.11347;;Sample_3;no_used_seed;CaaCwaCwc
covariance;caa+cwa;herdyear;0.09330;0.005236;;Sample_3;no_used_seed;CaaCwaCwc
covariance;caa+cwc;herdyear;0.00238;0.001416;;Sample_3;no_used_seed;CaaCwaCwc
heritability;cwc;animal;0.19781;0.02498;;Sample_3;no_used_seed;CaaCwaCwc
ratio;caa;herdyear;0.48234;0.013051;;Sample_3;no_used_seed;CaaCwaCwc
variance;cwc;herdyear;0.00344;0.000196;;Sample_3;no_used_seed;CaaCwaCwc
ratio;cwc;residual;0.61589;0.023185;;Sample_3;no_used_seed;CaaCwaCwc
covariance;cwc+cwa;animal;0.00454;0.001202;;Sample_3;no_used_seed;CaaCwaCwc
correlation;caa+cwa;residual;0.48923;0.019105;;Sample_3;no_used_seed;CaaCwaCwc
correlation;caa+cwc;herdyear;0.05758;0.034326;;Sample_3;no_used_seed;CaaCwaCwc
covariance;caa+cwa;residual;0.05203;0.002541;;Sample_3;no_used_seed;CaaCwaCwc
heritability;cwa;animal;0.27616;0.02107;;Sample_3;no_used_seed;CaaCwaCwc
ratio;caa;residual;0.23957;0.011847;;Sample_3;no_used_seed;CaaCwaCwc
ratio;cwc;herdyear;0.18630;0.009426;;Sample_3;no_used_seed;CaaCwaCwc
correlation;caa+cwa;herdyear;0.76829;0.019434;;Sample_3;no_used_seed;CaaCwaCwc
correlation;caa+cwc;residual;---;---;;Sample_3;no_used_seed;CaaCwaCwc
variance;caa;animal;0.28748;0.013406;;Sample_3;no_used_seed;CaaCwaCwc
variance;cwa;herdyear;0.02958;0.001802;;Sample_3;no_used_seed;CaaCwaCwc
variance;caa;residual;0.24766;0.010250;;Sample_3;no_used_seed;CaaCwaCwc
variance;cwa;animal;0.02871;0.002300;;Sample_3;no_used_seed;CaaCwaCwc
heritability;caa;animal;0.27809;0.01311;;Sample_3;no_used_seed;CaaCwaCwc
correlation;cwc+cwa;residual;---;---;;Sample_3;no_used_seed;CaaCwaCwc
variance;cwa;residual;0.04566;0.001897;;Sample_3;no_used_seed;CaaCwaCwc
variance;caa;herdyear;0.49862;0.023521;;Sample_3;no_used_seed;CaaCwaCwc
genetic_correlation;caa+cwa;animal;0.30060;0.02910;;Sample_3;no_used_seed;CaaCwaCwc
covariance;cwc+cwa;herdyear;0.00104;0.000392;;Sample_3;no_used_seed;CaaCwaCwc
correlation;cwc+cwa;herdyear;0.10361;0.038718;;Sample_3;no_used_seed;CaaCwaCwc
variance;caa;animal;0.28653;0.024427;Het;Sample_3;no_used_seed;CaaCacCwc_Het
genetic_correlation;cac+caa;animal;0.23262;0.085945;Het;Sample_3;no_used_seed;CaaCacCwc_Het
variance;cac;animal;0.00964;0.001104;Het;Sample_3;no_used_seed;CaaCacCwc_Het
covariance;cac+cwc;herdyear;0.00306;0.000275;Het;Sample_3;no_used_seed;CaaCacCwc_Het
covariance;cac+caa;residual;---;---;Het;Sample_3;no_used_seed;CaaCacCwc_Het
covariance;caa+cwc;animal;-0.01177;0.003252;Het;Sample_3;no_used_seed;CaaCacCwc_Het
variance;cac;herdyear;0.01244;0.000657;Het;Sample_3;no_used_seed;CaaCacCwc_Het
genetic_correlation;caa+cwc;animal;-0.37323;0.099448;Het;Sample_3;no_used_seed;CaaCacCwc_Het
correlation;cac+caa;herdyear;0.04191;0.014995;Het;Sample_3;no_used_seed;CaaCacCwc_Het
variance;cwc;animal;0.00347;0.000378;Het;Sample_3;no_used_seed;CaaCacCwc_Het
correlation;cac+caa;residual;---;---;Het;Sample_3;no_used_seed;CaaCacCwc_Het
heritability;cac;animal;0.19436;0.021603;Het;Sample_3;no_used_seed;CaaCacCwc_Het
covariance;cac+caa;animal;0.01223;0.004095;Het;Sample_3;no_used_seed;CaaCacCwc_Het
ratio;cac;herdyear;0.25084;0.010831;Het;Sample_3;no_used_seed;CaaCacCwc_Het
correlation;caa+cwc;herdyear;0.04534;0.048351;Het;Sample_3;no_used_seed;CaaCacCwc_Het
variance;cwc;residual;0.01149;0.000346;Het;Sample_3;no_used_seed;CaaCacCwc_Het
variance;cac;residual;0.02752;0.000922;Het;Sample_3;no_used_seed;CaaCacCwc_Het
covariance;cac+caa;herdyear;0.00323;0.001155;Het;Sample_3;no_used_seed;CaaCacCwc_Het
heritability;cwc;animal;0.18815;0.019996;Het;Sample_3;no_used_seed;CaaCacCwc_Het
covariance;caa+cwc;herdyear;0.00185;0.001973;Het;Sample_3;no_used_seed;CaaCacCwc_Het
covariance;cac+cwc;residual;0.00658;0.000429;Het;Sample_3;no_used_seed;CaaCacCwc_Het
ratio;caa;residual;0.24414;0.018361;Het;Sample_3;no_used_seed;CaaCacCwc_Het
heritability;caa;animal;0.28313;0.024002;Het;Sample_3;no_used_seed;CaaCacCwc_Het
correlation;cac+cwc;herdyear;0.46424;0.032830;Het;Sample_3;no_used_seed;CaaCacCwc_Het
genetic_correlation;cac+cwc;animal;-0.29230;0.095250;Het;Sample_3;no_used_seed;CaaCacCwc_Het
variance;caa;herdyear;0.47840;0.021472;Het;Sample_3;no_used_seed;CaaCacCwc_Het
ratio;cwc;herdyear;0.18881;0.009417;Het;Sample_3;no_used_seed;CaaCacCwc_Het
covariance;cac+cwc;animal;-0.00169;0.000517;Het;Sample_3;no_used_seed;CaaCacCwc_Het
ratio;caa;herdyear;0.47273;0.013352;Het;Sample_3;no_used_seed;CaaCacCwc_Het
ratio;cwc;residual;0.62304;0.019306;Het;Sample_3;no_used_seed;CaaCacCwc_Het
covariance;caa+cwc;residual;---;---;Het;Sample_3;no_used_seed;CaaCacCwc_Het
variance;caa;residual;0.24707;0.017415;Het;Sample_3;no_used_seed;CaaCacCwc_Het
correlation;cac+cwc;residual;0.37007;0.022929;Het;Sample_3;no_used_seed;CaaCacCwc_Het
variance;cwc;herdyear;0.00348;0.000199;Het;Sample_3;no_used_seed;CaaCacCwc_Het
correlation;caa+cwc;residual;---;---;Het;Sample_3;no_used_seed;CaaCacCwc_Het
ratio;cac;residual;0.55480;0.020327;Het;Sample_3;no_used_seed;CaaCacCwc_Het
covariance;cac+caa;herdyear;0.00045;0.001129;;Sample_3;no_used_seed;CaaCacCwc
variance;cac;animal;0.01083;0.000986;;Sample_3;no_used_seed;CaaCacCwc
ratio;cwc;residual;0.61804;0.017743;;Sample_3;no_used_seed;CaaCacCwc
covariance;cac+caa;animal;0.01575;0.004421;;Sample_3;no_used_seed;CaaCacCwc
genetic_correlation;caa+cwc;animal;-0.33219;0.10243;;Sample_3;no_used_seed;CaaCacCwc
variance;caa;animal;0.28745;0.024653;;Sample_3;no_used_seed;CaaCacCwc
variance;caa;residual;0.24731;0.017904;;Sample_3;no_used_seed;CaaCacCwc
correlation;cac+cwc;herdyear;0.45624;0.032288;;Sample_3;no_used_seed;CaaCacCwc
correlation;caa+cwc;residual;---;---;;Sample_3;no_used_seed;CaaCacCwc
correlation;cac+cwc;residual;0.38132;0.023613;;Sample_3;no_used_seed;CaaCacCwc
variance;cac;residual;0.02672;0.000845;;Sample_3;no_used_seed;CaaCacCwc
covariance;cac+caa;residual;---;---;;Sample_3;no_used_seed;CaaCacCwc
heritability;cwc;animal;0.19277;0.01820;;Sample_3;no_used_seed;CaaCacCwc
genetic_correlation;cac+cwc;animal;-0.30230;0.09015;;Sample_3;no_used_seed;CaaCacCwc
ratio;caa;herdyear;0.48335;0.013575;;Sample_3;no_used_seed;CaaCacCwc
variance;caa;herdyear;0.50030;0.022481;;Sample_3;no_used_seed;CaaCacCwc
correlation;caa+cwc;herdyear;0.04976;0.024860;;Sample_3;no_used_seed;CaaCacCwc
covariance;caa+cwc;herdyear;0.00208;0.001038;;Sample_3;no_used_seed;CaaCacCwc
variance;cwc;residual;0.01142;0.000326;;Sample_3;no_used_seed;CaaCacCwc
covariance;cac+cwc;animal;-0.00188;0.000530;;Sample_3;no_used_seed;CaaCacCwc
variance;cwc;herdyear;0.00350;0.000197;;Sample_3;no_used_seed;CaaCacCwc
covariance;caa+cwc;residual;---;---;;Sample_3;no_used_seed;CaaCacCwc
heritability;cac;animal;0.21580;0.01896;;Sample_3;no_used_seed;CaaCacCwc
genetic_correlation;cac+caa;animal;0.28229;0.08666;;Sample_3;no_used_seed;CaaCacCwc
ratio;cwc;herdyear;0.18919;0.009290;;Sample_3;no_used_seed;CaaCacCwc
heritability;caa;animal;0.27772;0.02400;;Sample_3;no_used_seed;CaaCacCwc
ratio;caa;residual;0.23893;0.018057;;Sample_3;no_used_seed;CaaCacCwc
covariance;caa+cwc;animal;-0.01063;0.003350;;Sample_3;no_used_seed;CaaCacCwc
covariance;cac+cwc;residual;0.00666;0.000427;;Sample_3;no_used_seed;CaaCacCwc
covariance;cac+cwc;herdyear;0.00303;0.000278;;Sample_3;no_used_seed;CaaCacCwc
variance;cac;herdyear;0.01264;0.000667;;Sample_3;no_used_seed;CaaCacCwc
ratio;cac;residual;0.53227;0.018286;;Sample_3;no_used_seed;CaaCacCwc
correlation;cac+caa;residual;---;---;;Sample_3;no_used_seed;CaaCacCwc
ratio;cac;herdyear;0.25193;0.010875;;Sample_3;no_used_seed;CaaCacCwc
correlation;cac+caa;herdyear;0.00568;0.014220;;Sample_3;no_used_seed;CaaCacCwc
variance;cwc;animal;0.00356;0.000344;;Sample_3;no_used_seed;CaaCacCwc
ratio;cac;residual;0.53503;0.020863;;Sample_3;no_used_seed;CaaCacCfc
heritability;cfc;animal;0.27885;0.018812;;Sample_3;no_used_seed;CaaCacCfc
covariance;cfc+cac;herdyear;-0.00735;0.000990;;Sample_3;no_used_seed;CaaCacCfc
covariance;cfc+caa;residual;---;---;;Sample_3;no_used_seed;CaaCacCfc
covariance;cfc+caa;herdyear;0.02714;0.006696;;Sample_3;no_used_seed;CaaCacCfc
variance;cac;animal;0.01064;0.1168E-02;;Sample_3;no_used_seed;CaaCacCfc
correlation;cac+caa;herdyear;0.00558;0.035036;;Sample_3;no_used_seed;CaaCacCfc
ratio;cfc;residual;0.64237;0.018263;;Sample_3;no_used_seed;CaaCacCfc
ratio;cac;herdyear;0.25275;0.009812;;Sample_3;no_used_seed;CaaCacCfc
covariance;cfc+caa;animal;0.00639;0.3228E-02;;Sample_3;no_used_seed;CaaCacCfc
variance;cac;herdyear;0.01267;0.000599;;Sample_3;no_used_seed;CaaCacCfc
variance;cac;residual;0.02683;0.9825E-03;;Sample_3;no_used_seed;CaaCacCfc
ratio;caa;residual;0.23943;0.008608;;Sample_3;no_used_seed;CaaCacCfc
variance;cfc;herdyear;0.03086;0.003079;;Sample_3;no_used_seed;CaaCacCfc
ratio;cfc;herdyear;0.07879;0.007607;;Sample_3;no_used_seed;CaaCacCfc
genetic_correlation;cac+caa;animal;0.30381;0.090808;;Sample_3;no_used_seed;CaaCacCfc
correlation;cfc+caa;residual;---;---;;Sample_3;no_used_seed;CaaCacCfc
variance;cfc;animal;0.10921;0.7799E-02;;Sample_3;no_used_seed;CaaCacCfc
covariance;cac+caa;residual;---;---;;Sample_3;no_used_seed;CaaCacCfc
covariance;cac+caa;herdyear;0.00044;0.002788;;Sample_3;no_used_seed;CaaCacCfc
covariance;cfc+cac;residual;-0.01256;0.9768E-03;;Sample_3;no_used_seed;CaaCacCfc
heritability;caa;animal;0.27730;0.008158;;Sample_3;no_used_seed;CaaCacCfc
correlation;cfc+caa;herdyear;0.21849;0.052773;;Sample_3;no_used_seed;CaaCacCfc
covariance;cfc+cac;animal;-0.00732;0.8211E-03;;Sample_3;no_used_seed;CaaCacCfc
genetic_correlation;cfc+cac;animal;-0.21463;0.024342;;Sample_3;no_used_seed;CaaCacCfc
correlation;cfc+cac;residual;-0.15284;0.012058;;Sample_3;no_used_seed;CaaCacCfc
covariance;cac+caa;animal;0.01679;0.5200E-02;;Sample_3;no_used_seed;CaaCacCfc
variance;caa;residual;0.24775;0.7599E-02;;Sample_3;no_used_seed;CaaCacCfc
ratio;caa;herdyear;0.48328;0.009897;;Sample_3;no_used_seed;CaaCacCfc
variance;caa;animal;0.28693;0.8694E-02;;Sample_3;no_used_seed;CaaCacCfc
variance;cfc;residual;0.25158;0.6992E-02;;Sample_3;no_used_seed;CaaCacCfc
genetic_correlation;cfc+caa;animal;0.03609;0.018372;;Sample_3;no_used_seed;CaaCacCfc
correlation;cac+caa;residual;---;---;;Sample_3;no_used_seed;CaaCacCfc
variance;caa;herdyear;0.50007;0.017036;;Sample_3;no_used_seed;CaaCacCfc
correlation;cfc+cac;herdyear;-0.37157;0.042356;;Sample_3;no_used_seed;CaaCacCfc
heritability;cac;animal;0.21222;0.022574;;Sample_3;no_used_seed;CaaCacCfc
ratio;cfa;herdyear;0.05920;0.007667;;Sample_3;no_used_seed;CaaCacCfa
variance;caa;animal;0.28836;0.025364;;Sample_3;no_used_seed;CaaCacCfa
correlation;cfa+caa;residual;-0.06828;0.023209;;Sample_3;no_used_seed;CaaCacCfa
variance;caa;residual;0.24659;0.018632;;Sample_3;no_used_seed;CaaCacCfa
correlation;cfa+cac;residual;---;---;;Sample_3;no_used_seed;CaaCacCfa
covariance;cac+caa;residual;---;---;;Sample_3;no_used_seed;CaaCacCfa
ratio;caa;residual;0.23825;0.018720;;Sample_3;no_used_seed;CaaCacCfa
covariance;cfa+cac;herdyear;0.00022;0.001094;;Sample_3;no_used_seed;CaaCacCfa
heritability;cfa;animal;0.34694;0.02455;;Sample_3;no_used_seed;CaaCacCfa
ratio;cfa;residual;0.59386;0.023573;;Sample_3;no_used_seed;CaaCacCfa
genetic_correlation;cfa+cac;animal;-0.22530;0.10048;;Sample_3;no_used_seed;CaaCacCfa
covariance;cfa+caa;herdyear;-0.00204;0.002263;;Sample_3;no_used_seed;CaaCacCfa
correlation;cac+caa;residual;---;---;;Sample_3;no_used_seed;CaaCacCfa
covariance;cac+caa;animal;0.01613;0.004454;;Sample_3;no_used_seed;CaaCacCfa
correlation;cac+caa;herdyear;0.00667;0.016368;;Sample_3;no_used_seed;CaaCacCfa
covariance;cac+caa;herdyear;0.00053;0.001303;;Sample_3;no_used_seed;CaaCacCfa
ratio;caa;herdyear;0.48315;0.013589;;Sample_3;no_used_seed;CaaCacCfa
variance;cfa;herdyear;0.01975;0.002612;;Sample_3;no_used_seed;CaaCacCfa
ratio;cac;residual;0.53508;0.022195;;Sample_3;no_used_seed;CaaCacCfa
variance;cac;herdyear;0.01266;0.000668;;Sample_3;no_used_seed;CaaCacCfa
covariance;cfa+cac;animal;-0.00791;0.003581;;Sample_3;no_used_seed;CaaCacCfa
variance;cac;animal;0.01065;0.001200;;Sample_3;no_used_seed;CaaCacCfa
covariance;cfa+caa;residual;-0.01509;0.004920;;Sample_3;no_used_seed;CaaCacCfa
variance;cac;residual;0.02683;0.001058;;Sample_3;no_used_seed;CaaCacCfa
genetic_correlation;cac+caa;animal;0.29096;0.07728;;Sample_3;no_used_seed;CaaCacCfa
variance;cfa;animal;0.11575;0.008888;;Sample_3;no_used_seed;CaaCacCfa
variance;cfa;residual;0.19813;0.007311;;Sample_3;no_used_seed;CaaCacCfa
covariance;cfa+cac;residual;---;---;;Sample_3;no_used_seed;CaaCacCfa
covariance;cfa+caa;animal;-0.00706;0.005417;;Sample_3;no_used_seed;CaaCacCfa
heritability;cac;animal;0.21249;0.02345;;Sample_3;no_used_seed;CaaCacCfa
variance;caa;herdyear;0.50007;0.022519;;Sample_3;no_used_seed;CaaCacCfa
correlation;cfa+cac;herdyear;0.01366;0.069247;;Sample_3;no_used_seed;CaaCacCfa
ratio;cac;herdyear;0.25243;0.010885;;Sample_3;no_used_seed;CaaCacCfa
heritability;caa;animal;0.27860;0.02476;;Sample_3;no_used_seed;CaaCacCfa
genetic_correlation;cfa+caa;animal;-0.03867;0.03080;;Sample_3;no_used_seed;CaaCacCfa
correlation;cfa+caa;herdyear;-0.02049;0.022702;;Sample_3;no_used_seed;CaaCacCfa
variance;cac;herdyear;0.01268;0.000683;;Sample_3;no_used_seed;CaaCacCca
genetic_correlation;cca+cac;animal;-0.18444;0.058207;;Sample_3;no_used_seed;CaaCacCca
variance;caa;residual;0.25620;0.014949;;Sample_3;no_used_seed;CaaCacCca
genetic_correlation;cac+caa;animal;0.27419;0.054597;;Sample_3;no_used_seed;CaaCacCca
variance;caa;animal;0.27553;0.019494;;Sample_3;no_used_seed;CaaCacCca
genetic_correlation;cca+caa;animal;-0.23904;0.033236;;Sample_3;no_used_seed;CaaCacCca
correlation;cac+caa;herdyear;-0.00335;0.017383;;Sample_3;no_used_seed;CaaCacCca
ratio;cca;residual;0.22285;0.028232;;Sample_3;no_used_seed;CaaCacCca
ratio;cac;herdyear;0.25304;0.011214;;Sample_3;no_used_seed;CaaCacCca
covariance;cac+caa;animal;0.01475;0.002721;;Sample_3;no_used_seed;CaaCacCca
variance;caa;herdyear;0.50067;0.019763;;Sample_3;no_used_seed;CaaCacCca
covariance;cac+caa;herdyear;-0.00027;0.001386;;Sample_3;no_used_seed;CaaCacCca
covariance;cac+caa;residual;---;---;;Sample_3;no_used_seed;CaaCacCca
heritability;cca;animal;0.71675;0.029724;;Sample_3;no_used_seed;CaaCacCca
ratio;cac;residual;0.53749;0.016065;;Sample_3;no_used_seed;CaaCacCca
covariance;cca+cac;residual;---;---;;Sample_3;no_used_seed;CaaCacCca
covariance;cca+cac;animal;-0.01504;0.004498;;Sample_3;no_used_seed;CaaCacCca
ratio;cca;herdyear;0.06040;0.008385;;Sample_3;no_used_seed;CaaCacCca
correlation;cac+caa;residual;---;---;;Sample_3;no_used_seed;CaaCacCca
ratio;caa;herdyear;0.48496;0.010844;;Sample_3;no_used_seed;CaaCacCca
correlation;cca+caa;herdyear;0.03972;0.026175;;Sample_3;no_used_seed;CaaCacCca
variance;cac;residual;0.02693;0.000797;;Sample_3;no_used_seed;CaaCacCca
correlation;cca+cac;residual;---;---;;Sample_3;no_used_seed;CaaCacCca
variance;cac;animal;0.01050;0.000884;;Sample_3;no_used_seed;CaaCacCca
covariance;cca+caa;herdyear;0.00650;0.004342;;Sample_3;no_used_seed;CaaCacCca
variance;cca;herdyear;0.05341;0.007631;;Sample_3;no_used_seed;CaaCacCca
covariance;cca+caa;residual;0.04942;0.010531;;Sample_3;no_used_seed;CaaCacCca
heritability;cac;animal;0.20947;0.017623;;Sample_3;no_used_seed;CaaCacCca
correlation;cca+cac;herdyear;-0.20895;0.069116;;Sample_3;no_used_seed;CaaCacCca
covariance;cca+caa;animal;-0.09989;0.014985;;Sample_3;no_used_seed;CaaCacCca
correlation;cca+caa;residual;0.21995;0.051405;;Sample_3;no_used_seed;CaaCacCca
ratio;caa;residual;0.24816;0.015829;;Sample_3;no_used_seed;CaaCacCca
variance;cca;animal;0.63377;0.033088;;Sample_3;no_used_seed;CaaCacCca
heritability;caa;animal;0.26688;0.018297;;Sample_3;no_used_seed;CaaCacCca
variance;cca;residual;0.19705;0.023149;;Sample_3;no_used_seed;CaaCacCca
covariance;cca+cac;herdyear;-0.00544;0.001868;;Sample_3;no_used_seed;CaaCacCca
variance;cfa;residual;0.19825;0.007368;;Sample_3;no_used_seed;CaaCwaCfa
covariance;cfa+caa;animal;-0.00394;0.006830;;Sample_3;no_used_seed;CaaCwaCfa
correlation;cfa+cwa;residual;0.21141;0.023822;;Sample_3;no_used_seed;CaaCwaCfa
correlation;cwa+caa;residual;0.49895;0.028039;;Sample_3;no_used_seed;CaaCwaCfa
covariance;cfa+caa;residual;-0.01690;0.005494;;Sample_3;no_used_seed;CaaCwaCfa
variance;cwa;animal;0.02999;0.002327;;Sample_3;no_used_seed;CaaCwaCfa
variance;cfa;animal;0.11476;0.008848;;Sample_3;no_used_seed;CaaCwaCfa
genetic_correlation;cfa+cwa;animal;0.29847;0.044064;;Sample_3;no_used_seed;CaaCwaCfa
heritability;caa;animal;0.27771;0.020037;;Sample_3;no_used_seed;CaaCwaCfa
ratio;cwa;residual;0.43000;0.020202;;Sample_3;no_used_seed;CaaCwaCfa
covariance;cfa+cwa;herdyear;0.01266;0.001433;;Sample_3;no_used_seed;CaaCwaCfa
heritability;cfa;animal;0.34163;0.024348;;Sample_3;no_used_seed;CaaCwaCfa
variance;caa;residual;0.24801;0.015964;;Sample_3;no_used_seed;CaaCwaCfa
correlation;cfa+cwa;herdyear;0.48879;0.042998;;Sample_3;no_used_seed;CaaCwaCfa
heritability;cwa;animal;0.28838;0.021334;;Sample_3;no_used_seed;CaaCwaCfa
variance;cwa;residual;0.04471;0.001908;;Sample_3;no_used_seed;CaaCwaCfa
ratio;cwa;herdyear;0.28163;0.012370;;Sample_3;no_used_seed;CaaCwaCfa
covariance;cwa+caa;herdyear;0.09310;0.004907;;Sample_3;no_used_seed;CaaCwaCfa
covariance;cfa+cwa;residual;0.01990;0.002513;;Sample_3;no_used_seed;CaaCwaCfa
covariance;cfa+cwa;animal;0.01751;0.003083;;Sample_3;no_used_seed;CaaCwaCfa
correlation;cfa+caa;residual;-0.07623;0.024810;;Sample_3;no_used_seed;CaaCwaCfa
variance;cwa;herdyear;0.02928;0.001608;;Sample_3;no_used_seed;CaaCwaCfa
variance;caa;herdyear;0.49811;0.024048;;Sample_3;no_used_seed;CaaCwaCfa
genetic_correlation;cfa+caa;animal;-0.02172;0.037695;;Sample_3;no_used_seed;CaaCwaCfa
ratio;caa;residual;0.24009;0.016508;;Sample_3;no_used_seed;CaaCwaCfa
variance;cfa;herdyear;0.02291;0.002694;;Sample_3;no_used_seed;CaaCwaCfa
ratio;cfa;herdyear;0.06821;0.007701;;Sample_3;no_used_seed;CaaCwaCfa
covariance;cwa+caa;animal;0.02657;0.006036;;Sample_3;no_used_seed;CaaCwaCfa
genetic_correlation;cwa+caa;animal;0.28644;0.051349;;Sample_3;no_used_seed;CaaCwaCfa
covariance;cfa+caa;herdyear;-0.00180;0.004111;;Sample_3;no_used_seed;CaaCwaCfa
variance;caa;animal;0.28687;0.020263;;Sample_3;no_used_seed;CaaCwaCfa
ratio;caa;herdyear;0.48220;0.013670;;Sample_3;no_used_seed;CaaCwaCfa
